_id,userId,bitId,watchPercent,completedWatch,rewatched,replayCount,likedDuringWatch,sharedDuringWatch,addedToCart,watch_score,interaction_score,engagement_score
6a1b1c353724c07c530f31cf,698e263e2c63bfbc0476857e,6a0d458cd4f03db64a78fefc,75,False,True,0,False,False,False,45.0,10,55.0
6a1b1c4f3724c07c530f31d0,698e263e2c63bfbc0476857e,6a0c58c8d4f03db64a788ccd,13,False,True,0,False,False,False,20.2,10,30.2
6a1b1cc43724c07c530f3676,698e263e2c63bfbc0476857e,6a0efe70c5a9d08fea4c67cf,24,False,True,0,False,False,False,24.6,10,34.6
6a1b3b003724c07c530f393c,698e259d2c63bfbc04768479,69a69a9d0a0ce3fd3a6cae83,32,False,True,0,True,False,False,27.8,20,47.8
6a1b3b023724c07c530f393e,698e259d2c63bfbc04768479,69b99950d5ba7b8d34df55f8,7,False,True,0,True,False,False,17.8,20,37.8
6a1b3b063724c07c530f393f,698e259d2c63bfbc04768479,69e73c9ee9d9e96620249058,17,False,True,0,False,False,False,21.8,10,31.8
6a1b3b0d3724c07c530f3940,698e259d2c63bfbc04768479,69b99fbed5ba7b8d34df68c7,27,False,True,0,True,False,False,25.8,20,45.8
6a1b3b0e3724c07c530f3941,698e259d2c63bfbc04768479,69b99b08d5ba7b8d34df5cb3,2,False,True,0,False,False,False,15.8,10,25.8
6a1b3b103724c07c530f3969,698e259d2c63bfbc04768479,69a69a9d0a0ce3fd3a6cae83,4,False,True,0,True,False,False,16.6,20,36.6
6a1b3b333724c07c530f3a4b,698e259d2c63bfbc04768479,6a0c158bb10aa6108036df86,86,False,True,0,False,False,False,49.4,10,59.4
6a1b3ba63724c07c530f3a4c,698e259d2c63bfbc04768479,6a0d458cd4f03db64a78fefc,67,False,True,0,False,False,False,41.8,10,51.8
6a1b3c3d3724c07c530f3a6e,698e259d2c63bfbc04768479,6a097fdfb7bb9861659c9a20,45,False,True,0,False,False,False,33.0,10,43.0
6a1b3c973724c07c530f3ac4,698e259d2c63bfbc04768479,6a0eee72ed25ae0d7deabbfc,100,True,True,1,False,False,False,80.0,10,90.0
6a1b3ca43724c07c530f3ac5,698e259d2c63bfbc04768479,6a0efbb6c5a9d08fea4c6025,16,False,True,0,True,False,False,21.4,20,41.4
6a1b3ca83724c07c530f3ac6,698e259d2c63bfbc04768479,6a0c158bb10aa6108036df86,100,True,True,1,False,False,False,80.0,10,90.0
6a1b3cb43724c07c530f3ac7,698e259d2c63bfbc04768479,6a0efbb6c5a9d08fea4c6025,3,False,True,0,True,False,False,16.2,20,36.2
6a1b3ce33724c07c530f3bb6,698e259d2c63bfbc04768479,6a06d1da1a9ba20ae97d51d9,70,False,True,0,False,False,False,43.0,10,53.0
6a1b3d1a3724c07c530f3c02,698e259d2c63bfbc04768479,69ece24543cd9b163f98247f,100,True,True,1,True,False,False,80.0,20,100.0
6a1b3d1b3724c07c530f3c04,698e259d2c63bfbc04768479,69f8fb9568f7e97ef441c429,5,False,True,0,True,False,False,17.0,20,37.0
6a1b3d233724c07c530f3c07,698e259d2c63bfbc04768479,69ece24543cd9b163f98247f,12,False,True,0,True,False,False,19.8,20,39.8
6a1b5e1d3724c07c530f4004,69a001c31efc346e038a8bfc,69b9a3d2d5ba7b8d34df6f90,25,False,False,0,False,False,False,10.0,10,20.0
6a1b5e213724c07c530f4006,69a001c31efc346e038a8bfc,69b517aff10cd924f53e68b3,14,False,False,0,False,False,False,5.6000000000000005,10,15.600000000000001
6a1b5e233724c07c530f4007,69a001c31efc346e038a8bfc,69a69a9d0a0ce3fd3a6cae83,8,False,False,0,True,False,False,3.2,20,23.2
6a1b5e323724c07c530f4069,69a001c31efc346e038a8bfc,69b99950d5ba7b8d34df55f8,45,False,False,0,False,False,False,18.0,10,28.0
6a1b5e333724c07c530f40ca,69a001c31efc346e038a8bfc,69e73c9ee9d9e96620249058,3,False,False,0,False,False,False,1.2000000000000002,10,11.2
6a1b5e393724c07c530f40ec,69a001c31efc346e038a8bfc,69b99950d5ba7b8d34df55f8,18,False,True,0,False,False,False,22.2,10,32.2
6a1b5e3a3724c07c530f40ed,69a001c31efc346e038a8bfc,69e73c9ee9d9e96620249058,4,False,True,0,False,False,False,16.6,10,26.6
6a1b5e3e3724c07c530f414f,69a001c31efc346e038a8bfc,69b99fbed5ba7b8d34df68c7,14,False,False,0,False,False,False,5.6000000000000005,10,15.600000000000001
6a1b5e3f3724c07c530f41d1,69a001c31efc346e038a8bfc,69ece24543cd9b163f98247f,7,False,False,0,False,False,False,2.8000000000000003,10,12.8
6a1b5e413724c07c530f41d2,69a001c31efc346e038a8bfc,69b99b08d5ba7b8d34df5cb3,9,False,False,0,False,False,False,3.6,10,13.6
6a1b5e443724c07c530f41d3,69a001c31efc346e038a8bfc,69f8fb9568f7e97ef441c429,13,False,False,0,False,False,False,5.2,10,15.2
6a1b5e733724c07c530f41dd,698e264a2c63bfbc04768582,6a0efe70c5a9d08fea4c67cf,0,False,False,0,False,False,False,0.0,10,10.0
6a1b5e773724c07c530f41de,698e264a2c63bfbc04768582,6a06bfb11a9ba20ae97ce2b1,2,False,False,0,False,False,False,0.8,10,10.8
