_id,userId,bitId,watchedMs,totalDurationMs,watchPercent,completedWatch,rewatched,replayCount,pauseCount,soundOn,tappedProduct,scrolledToProduct,addedToCart,likedDuringWatch,sharedDuringWatch,source,deviceType,timestamp,__v
{'$oid': '6a08bb67b7bb9861659c3e29'},{'$oid': '69f8608068f7e97ef44183e4'},{'$oid': '6a08bb2eb7bb9861659c3e06'},0,0,0,False,False,0,0,True,,False,False,False,True,feed,android,{'$date': '2026-05-16T18:45:59.497Z'},0
{'$oid': '6a0d9d87d4f03db64a7921bf'},{'$oid': '6a084ac71a9ba20ae97f5f37'},{'$oid': '6a0c58c8d4f03db64a788ccd'},0,0,0,False,False,0,0,True,,False,False,False,True,feed,android,{'$date': '2026-05-20T11:39:51.525Z'},0
{'$oid': '6a0d9d88d4f03db64a7921c4'},{'$oid': '6a084ac71a9ba20ae97f5f37'},{'$oid': '6a0c58c8d4f03db64a788ccd'},0,0,0,False,False,0,0,True,,False,False,False,True,feed,android,{'$date': '2026-05-20T11:39:52.968Z'},0
{'$oid': '6a0ff9a4fac84b0b7fb94d91'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efe70c5a9d08fea4c67cf'},0,0,0,False,False,0,0,True,,False,False,False,False,feed,android,{'$date': '2026-05-22T06:37:24.594Z'},0
{'$oid': '6a0ff9a5fac84b0b7fb94d99'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0febf65ecfbb647dcf6c6f'},0,0,0,False,False,0,0,True,,False,False,False,False,feed,android,{'$date': '2026-05-22T06:37:25.021Z'},0
{'$oid': '6a0ff9a5fac84b0b7fb94d9b'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0febf65ecfbb647dcf6c6f'},0,0,0,False,False,0,0,True,{'$oid': '6a0febf65ecfbb647dcf6c6f'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:37:25.035Z'},0
{'$oid': '6a0ff9a6fac84b0b7fb94dc1'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efe70c5a9d08fea4c67cf'},0,0,0,False,True,0,0,True,{'$oid': '6a0efe70c5a9d08fea4c67cf'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:37:26.894Z'},0
{'$oid': '6a0ff9a8fac84b0b7fb94ddc'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efe70c5a9d08fea4c67cf'},0,0,0,False,True,0,0,True,{'$oid': '6a0efe70c5a9d08fea4c67cf'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:37:28.98Z'},0
{'$oid': '6a0ff9a9fac84b0b7fb94de0'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efbb6c5a9d08fea4c6025'},0,0,0,False,False,0,0,True,,False,False,False,False,feed,android,{'$date': '2026-05-22T06:37:29.006Z'},0
{'$oid': '6a0ff9d1fac84b0b7fb94e25'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0eee72ed25ae0d7deabbfc'},0,0,0,False,False,0,0,True,,False,False,False,False,feed,android,{'$date': '2026-05-22T06:38:09.564Z'},0
{'$oid': '6a0ff9d1fac84b0b7fb94e27'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efe70c5a9d08fea4c67cf'},11891,31517,38,False,True,0,0,True,{'$oid': '6a0efe70c5a9d08fea4c67cf'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:38:09.567Z'},0
{'$oid': '6a0ff9d1fac84b0b7fb94e2b'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efbb6c5a9d08fea4c6025'},0,0,0,False,True,0,0,True,{'$oid': '6a0efbb6c5a9d08fea4c6025'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:38:09.66Z'},0
{'$oid': '6a0ffa9dfac84b0b7fb9510e'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0eee72ed25ae0d7deabbfc'},0,0,0,False,True,0,0,True,{'$oid': '6a0eee72ed25ae0d7deabbfc'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:41:33.362Z'},0
{'$oid': '6a0ffa9dfac84b0b7fb9511f'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efbb6c5a9d08fea4c6025'},0,0,0,False,True,0,0,True,{'$oid': '6a0efbb6c5a9d08fea4c6025'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:41:33.673Z'},0
{'$oid': '6a0ffa9dfac84b0b7fb95124'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0edae6ed25ae0d7deab2c8'},0,0,0,False,False,0,0,True,,False,False,False,False,feed,android,{'$date': '2026-05-22T06:41:33.725Z'},0
{'$oid': '6a0ffa9dfac84b0b7fb95128'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efbb6c5a9d08fea4c6025'},81133,81133,100,True,True,2,1,True,{'$oid': '6a0efbb6c5a9d08fea4c6025'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:41:33.788Z'},0
{'$oid': '6a0ffac2fac84b0b7fb95198'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0eee72ed25ae0d7deabbfc'},0,0,0,False,True,0,0,True,{'$oid': '6a0eee72ed25ae0d7deabbfc'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:42:10.006Z'},0
{'$oid': '6a0ffac2fac84b0b7fb9519a'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efbb6c5a9d08fea4c6025'},2582,81133,3,False,True,0,0,True,{'$oid': '6a0efbb6c5a9d08fea4c6025'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:42:10.034Z'},0
{'$oid': '6a0ffac6fac84b0b7fb951b5'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efbb6c5a9d08fea4c6025'},0,0,0,False,True,0,0,True,{'$oid': '6a0efbb6c5a9d08fea4c6025'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:42:14.152Z'},0
{'$oid': '6a0ffacbfac84b0b7fb951c2'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0eee72ed25ae0d7deabbfc'},5427,53960,10,False,True,0,0,True,{'$oid': '6a0eee72ed25ae0d7deabbfc'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:42:19.782Z'},0
{'$oid': '6a0ffad8fac84b0b7fb951ef'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0eee72ed25ae0d7deabbfc'},0,0,0,False,True,0,0,True,{'$oid': '6a0eee72ed25ae0d7deabbfc'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:42:32.563Z'},0
{'$oid': '6a0ffad9fac84b0b7fb951fd'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efbb6c5a9d08fea4c6025'},11209,81133,14,False,True,0,0,True,{'$oid': '6a0efbb6c5a9d08fea4c6025'},False,False,True,False,feed,android,{'$date': '2026-05-22T06:42:33.06Z'},0
{'$oid': '6a0ffcc5fac84b0b7fb95400'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0eee72ed25ae0d7deabbfc'},53960,53960,100,True,True,1,2,True,{'$oid': '6a0eee72ed25ae0d7deabbfc'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:50:45.902Z'},0
{'$oid': '6a0ffd2cfac84b0b7fb954a8'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0edae6ed25ae0d7deab2c8'},287,31499,1,False,True,0,0,True,{'$oid': '6a0edae6ed25ae0d7deab2c8'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:52:28.68Z'},0
{'$oid': '6a0ffd91fac84b0b7fb9564e'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0d458cd4f03db64a78fefc'},35247,35247,100,True,False,2,0,True,{'$oid': '6a0d458cd4f03db64a78fefc'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:54:09.107Z'},0
{'$oid': '6a0ffd92fac84b0b7fb95675'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c67bed4f03db64a78af0b'},296,15633,2,False,False,0,0,True,{'$oid': '6a0c67bed4f03db64a78af0b'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:54:10.851Z'},0
{'$oid': '6a0ffda6fac84b0b7fb956a0'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c5c48d4f03db64a78945a'},15006,15006,100,True,False,1,0,True,{'$oid': '6a0c5c48d4f03db64a78945a'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:54:30.336Z'},0
{'$oid': '6a0ffdb8fac84b0b7fb956d4'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c58c8d4f03db64a788ccd'},17515,36051,49,False,False,0,0,True,{'$oid': '6a0c58c8d4f03db64a788ccd'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:54:48.991Z'},0
{'$oid': '6a0ffdc2fac84b0b7fb956df'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c55f6d4f03db64a788383'},8116,15114,54,False,False,0,0,True,{'$oid': '6a0c55f6d4f03db64a788383'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:54:58.736Z'},0
{'$oid': '6a0ffdc6fac84b0b7fb956fb'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c58c8d4f03db64a788ccd'},2620,36051,7,False,True,0,0,True,{'$oid': '6a0c58c8d4f03db64a788ccd'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:55:02.411Z'},0
{'$oid': '6a0ffdd0fac84b0b7fb95727'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c5c48d4f03db64a78945a'},5297,15006,35,False,True,0,0,True,{'$oid': '6a0c5c48d4f03db64a78945a'},False,False,False,False,feed,android,{'$date': '2026-05-22T06:55:12.106Z'},0
{'$oid': '6a103e20a9955ce94394db46'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a101a44a9955ce94394ce5d'},6572,30314,22,False,False,0,1,True,{'$oid': '6a101a44a9955ce94394ce5d'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:29:36.262Z'},0
{'$oid': '6a103e2ca9955ce94394db76'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0febf65ecfbb647dcf6c6f'},5581,53866,10,False,True,0,0,True,{'$oid': '6a0febf65ecfbb647dcf6c6f'},False,False,True,False,feed,android,{'$date': '2026-05-22T11:29:48.472Z'},0
{'$oid': '6a103e32a9955ce94394dbbc'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0febf65ecfbb647dcf6c6f'},1526,53866,3,False,True,0,0,True,{'$oid': '6a0febf65ecfbb647dcf6c6f'},False,False,True,False,feed,android,{'$date': '2026-05-22T11:29:54.834Z'},0
{'$oid': '6a103f90a9955ce94394e420'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0febf65ecfbb647dcf6c6f'},6038,53866,11,False,True,0,1,True,{'$oid': '6a0febf65ecfbb647dcf6c6f'},False,False,True,False,feed,android,{'$date': '2026-05-22T11:35:44.584Z'},0
{'$oid': '6a103fa3a9955ce94394e44c'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efe70c5a9d08fea4c67cf'},17140,31517,54,False,True,0,0,True,{'$oid': '6a0efe70c5a9d08fea4c67cf'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:36:03.932Z'},0
{'$oid': '6a1040dba9955ce94394e69e'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0edae6ed25ae0d7deab2c8'},13622,31499,43,False,True,0,0,True,{'$oid': '6a0edae6ed25ae0d7deab2c8'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:41:15.192Z'},0
{'$oid': '6a1040f4a9955ce94394e6d5'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0d458cd4f03db64a78fefc'},20119,35247,57,False,True,0,0,True,{'$oid': '6a0d458cd4f03db64a78fefc'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:41:40.971Z'},0
{'$oid': '6a1040f6a9955ce94394e707'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c67bed4f03db64a78af0b'},741,15633,5,False,True,0,0,True,{'$oid': '6a0c67bed4f03db64a78af0b'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:41:42.699Z'},0
{'$oid': '6a1040f8a9955ce94394e71b'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c5c48d4f03db64a78945a'},286,15006,2,False,True,0,0,True,{'$oid': '6a0c5c48d4f03db64a78945a'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:41:44.096Z'},0
{'$oid': '6a1040ffa9955ce94394e730'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c58c8d4f03db64a788ccd'},6496,36051,18,False,True,0,0,True,{'$oid': '6a0c58c8d4f03db64a788ccd'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:41:51.26Z'},0
{'$oid': '6a104101a9955ce94394e74c'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c5c48d4f03db64a78945a'},1437,15006,10,False,True,0,0,True,{'$oid': '6a0c5c48d4f03db64a78945a'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:41:53.092Z'},0
{'$oid': '6a104102a9955ce94394e768'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c58c8d4f03db64a788ccd'},1368,36051,4,False,True,0,0,True,{'$oid': '6a0c58c8d4f03db64a788ccd'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:41:54.831Z'},0
{'$oid': '6a104103a9955ce94394e783'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c5c48d4f03db64a78945a'},86,15006,1,False,True,0,0,True,{'$oid': '6a0c5c48d4f03db64a78945a'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:41:55.573Z'},0
{'$oid': '6a104106a9955ce94394e7a1'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c67bed4f03db64a78af0b'},2216,15633,14,False,True,0,0,True,{'$oid': '6a0c67bed4f03db64a78af0b'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:41:58.766Z'},0
{'$oid': '6a10410aa9955ce94394e7bc'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0d458cd4f03db64a78fefc'},2283,35247,6,False,True,0,0,True,{'$oid': '6a0d458cd4f03db64a78fefc'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:42:02.189Z'},0
{'$oid': '6a10410fa9955ce94394e7e7'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0edae6ed25ae0d7deab2c8'},2875,31499,9,False,True,0,0,True,{'$oid': '6a0edae6ed25ae0d7deab2c8'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:42:07.027Z'},0
{'$oid': '6a104113a9955ce94394e7ec'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0eee72ed25ae0d7deabbfc'},3159,53960,6,False,True,0,0,True,{'$oid': '6a0eee72ed25ae0d7deabbfc'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:42:11.663Z'},0
{'$oid': '6a10411ca9955ce94394e812'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efbb6c5a9d08fea4c6025'},6552,81133,8,False,True,0,0,True,{'$oid': '6a0efbb6c5a9d08fea4c6025'},False,False,True,False,feed,android,{'$date': '2026-05-22T11:42:20.869Z'},0
{'$oid': '6a104120a9955ce94394e833'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efe70c5a9d08fea4c67cf'},2448,31517,8,False,True,0,0,True,{'$oid': '6a0efe70c5a9d08fea4c67cf'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:42:24.807Z'},0
{'$oid': '6a104126a9955ce94394e84b'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0febf65ecfbb647dcf6c6f'},3070,53866,6,False,True,0,0,True,{'$oid': '6a0febf65ecfbb647dcf6c6f'},False,False,True,False,feed,android,{'$date': '2026-05-22T11:42:30.091Z'},0
{'$oid': '6a104130a9955ce94394e86e'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a101a44a9955ce94394ce5d'},5305,30314,18,False,True,0,0,True,{'$oid': '6a101a44a9955ce94394ce5d'},False,False,False,False,feed,android,{'$date': '2026-05-22T11:42:40.2Z'},0
{'$oid': '6a10459ea9955ce94394ed07'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0febf65ecfbb647dcf6c6f'},2787,53866,5,False,True,0,0,True,{'$oid': '6a0febf65ecfbb647dcf6c6f'},False,False,True,False,feed,android,{'$date': '2026-05-22T12:01:34.437Z'},0
{'$oid': '6a1045a1a9955ce94394ed35'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efe70c5a9d08fea4c67cf'},1730,31517,5,False,True,0,0,True,{'$oid': '6a0efe70c5a9d08fea4c67cf'},False,False,False,False,feed,android,{'$date': '2026-05-22T12:01:37.564Z'},0
{'$oid': '6a1045a7a9955ce94394ed6f'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efbb6c5a9d08fea4c6025'},3029,81133,4,False,True,0,0,True,{'$oid': '6a0efbb6c5a9d08fea4c6025'},False,False,True,False,feed,android,{'$date': '2026-05-22T12:01:43.281Z'},0
{'$oid': '6a104969a9955ce94394f0f0'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efe70c5a9d08fea4c67cf'},5827,31517,18,False,True,0,0,True,{'$oid': '6a0efe70c5a9d08fea4c67cf'},False,False,False,False,feed,android,{'$date': '2026-05-22T12:17:45.428Z'},0
{'$oid': '6a104972a9955ce94394f11f'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efbb6c5a9d08fea4c6025'},6088,81133,8,False,True,0,0,True,{'$oid': '6a0efbb6c5a9d08fea4c6025'},False,False,True,False,feed,android,{'$date': '2026-05-22T12:17:54.181Z'},0
{'$oid': '6a105274a9955ce94394f4fd'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efe70c5a9d08fea4c67cf'},31517,31517,100,True,True,1,0,True,{'$oid': '6a0efe70c5a9d08fea4c67cf'},True,False,False,False,feed,android,{'$date': '2026-05-22T12:56:20.945Z'},0
{'$oid': '6a105293a9955ce94394f562'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0d458cd4f03db64a78fefc'},24652,35247,70,False,True,0,0,True,{'$oid': '6a0d458cd4f03db64a78fefc'},False,False,False,False,feed,android,{'$date': '2026-05-22T12:56:51.905Z'},0
{'$oid': '6a10529aa9955ce94394f5a4'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c67bed4f03db64a78af0b'},4422,15633,28,False,True,0,0,True,{'$oid': '6a0c67bed4f03db64a78af0b'},False,False,False,False,feed,android,{'$date': '2026-05-22T12:56:58.368Z'},0
{'$oid': '6a10529ca9955ce94394f5bc'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c5c48d4f03db64a78945a'},2166,15006,14,False,True,0,0,True,{'$oid': '6a0c5c48d4f03db64a78945a'},False,False,False,False,feed,android,{'$date': '2026-05-22T12:57:00.307Z'},0
{'$oid': '6a10529ca9955ce94394f5d7'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c58c8d4f03db64a788ccd'},8,36051,0,False,True,0,0,True,{'$oid': '6a0c58c8d4f03db64a788ccd'},False,False,False,False,feed,android,{'$date': '2026-05-22T12:57:00.813Z'},0
{'$oid': '6a10529ea9955ce94394f5e5'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c5c48d4f03db64a78945a'},906,15006,6,False,True,0,0,True,{'$oid': '6a0c5c48d4f03db64a78945a'},False,False,False,False,feed,android,{'$date': '2026-05-22T12:57:02.26Z'},0
{'$oid': '6a1052a0a9955ce94394f601'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c67bed4f03db64a78af0b'},1787,15633,11,False,True,0,0,True,{'$oid': '6a0c67bed4f03db64a78af0b'},False,False,False,False,feed,android,{'$date': '2026-05-22T12:57:04.399Z'},0
{'$oid': '6a1052a3a9955ce94394f61b'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0d458cd4f03db64a78fefc'},2411,35247,7,False,True,0,0,True,{'$oid': '6a0d458cd4f03db64a78fefc'},False,False,False,False,feed,android,{'$date': '2026-05-22T12:57:07.339Z'},0
{'$oid': '6a1052aba9955ce94394f646'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0edae6ed25ae0d7deab2c8'},6303,31499,20,False,True,0,0,True,{'$oid': '6a0edae6ed25ae0d7deab2c8'},False,False,False,False,feed,android,{'$date': '2026-05-22T12:57:15.448Z'},0
{'$oid': '6a1052b6a9955ce94394f667'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0eee72ed25ae0d7deabbfc'},7649,53960,14,False,True,0,0,True,{'$oid': '6a0eee72ed25ae0d7deabbfc'},False,False,False,False,feed,android,{'$date': '2026-05-22T12:57:26.055Z'},0
{'$oid': '6a112cada9955ce943952045'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0febf65ecfbb647dcf6c6f'},309,53866,1,False,True,0,0,True,{'$oid': '6a0febf65ecfbb647dcf6c6f'},False,False,True,False,feed,android,{'$date': '2026-05-23T04:27:25.916Z'},0
{'$oid': '6a112cbba9955ce943952058'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a101a44a9955ce94394ce5d'},4635,30314,15,False,True,0,0,True,{'$oid': '6a101a44a9955ce94394ce5d'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:27:39.607Z'},0
{'$oid': '6a112cc8a9955ce94395207d'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0febf65ecfbb647dcf6c6f'},11510,53866,21,False,True,0,0,True,{'$oid': '6a0febf65ecfbb647dcf6c6f'},False,False,True,False,feed,android,{'$date': '2026-05-23T04:27:52.467Z'},0
{'$oid': '6a112cd5a9955ce9439520a4'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efe70c5a9d08fea4c67cf'},11262,31517,36,False,True,0,0,True,{'$oid': '6a0efe70c5a9d08fea4c67cf'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:28:05.101Z'},0
{'$oid': '6a112cdca9955ce9439520c7'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0efbb6c5a9d08fea4c6025'},4913,81133,6,False,True,0,0,True,{'$oid': '6a0efbb6c5a9d08fea4c6025'},False,False,True,False,feed,android,{'$date': '2026-05-23T04:28:12.01Z'},0
{'$oid': '6a112ceaa9955ce9439520f1'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0eee72ed25ae0d7deabbfc'},11992,53960,22,False,True,0,0,True,{'$oid': '6a0eee72ed25ae0d7deabbfc'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:28:26.234Z'},0
{'$oid': '6a112d2aa9955ce943952125'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0edae6ed25ae0d7deab2c8'},17818,31499,57,False,True,0,0,True,{'$oid': '6a0edae6ed25ae0d7deab2c8'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:29:30.091Z'},0
{'$oid': '6a112d42a9955ce943952146'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0d458cd4f03db64a78fefc'},22837,35247,65,False,True,0,0,True,{'$oid': '6a0d458cd4f03db64a78fefc'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:29:54.39Z'},0
{'$oid': '6a112d44a9955ce943952163'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c67bed4f03db64a78af0b'},2262,15633,14,False,True,0,0,True,{'$oid': '6a0c67bed4f03db64a78af0b'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:29:56.877Z'},0
{'$oid': '6a112d49a9955ce94395218c'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c5c48d4f03db64a78945a'},3459,15006,23,False,True,0,0,True,{'$oid': '6a0c5c48d4f03db64a78945a'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:30:01.254Z'},0
{'$oid': '6a112d52a9955ce9439521eb'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c67bed4f03db64a78af0b'},1997,15633,13,False,True,0,0,True,{'$oid': '6a0c67bed4f03db64a78af0b'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:30:10.498Z'},0
{'$oid': '6a112d5ea9955ce943952215'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a06c0a21a9ba20ae97ce604'},5574,42978,13,False,False,0,0,True,{'$oid': '6a06c0a21a9ba20ae97ce604'},False,False,True,False,feed,android,{'$date': '2026-05-23T04:30:22.598Z'},0
{'$oid': '6a112d64a9955ce94395223d'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0b4336d382a23d66b4511e'},4610,30162,15,False,False,0,0,True,{'$oid': '6a0b4336d382a23d66b4511e'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:30:28.012Z'},0
{'$oid': '6a112d6ca9955ce943952262'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0ad46fd382a23d66b3fe6d'},7363,16841,44,False,False,0,0,True,{'$oid': '6a0ad46fd382a23d66b3fe6d'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:30:36.332Z'},0
{'$oid': '6a112d6fa9955ce943952289'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '69e38343330134cd220d9c20'},2684,15633,17,False,False,0,0,True,{'$oid': '69e38343330134cd220d9c20'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:30:39.427Z'},0
{'$oid': '6a112d73a9955ce9439522c6'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '69e38343330134cd220d9c20'},1027,15633,7,False,True,0,0,True,{'$oid': '69e38343330134cd220d9c20'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:30:43.132Z'},0
{'$oid': '6a112d75a9955ce9439522df'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0ad46fd382a23d66b3fe6d'},2055,16841,12,False,True,0,0,True,{'$oid': '6a0ad46fd382a23d66b3fe6d'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:30:45.593Z'},0
{'$oid': '6a112d78a9955ce9439522fb'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0b4336d382a23d66b4511e'},1912,30162,6,False,True,0,0,True,{'$oid': '6a0b4336d382a23d66b4511e'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:30:48.059Z'},0
{'$oid': '6a112d79a9955ce94395231a'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0ad46fd382a23d66b3fe6d'},578,16841,3,False,True,0,0,True,{'$oid': '6a0ad46fd382a23d66b3fe6d'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:30:49.113Z'},0
{'$oid': '6a112d7ba9955ce94395233b'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '69e38343330134cd220d9c20'},746,15633,5,False,True,0,0,True,{'$oid': '69e38343330134cd220d9c20'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:30:51.151Z'},0
{'$oid': '6a112d80a9955ce943952354'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0adae0d382a23d66b425a1'},4893,19233,25,False,False,0,0,True,{'$oid': '6a0adae0d382a23d66b425a1'},False,False,False,False,feed,android,{'$date': '2026-05-23T04:30:56.716Z'},0
