_id,userId,bitId,watchedMs,totalDurationMs,watchPercent,completedWatch,rewatched,replayCount,pauseCount,soundOn,tappedProduct,scrolledToProduct,addedToCart,likedDuringWatch,sharedDuringWatch,source,deviceType,timestamp,__v
{'$oid': '6a1bf1c63724c07c5312d1c2'},{'$oid': '69902d022c63bfbc0476da36'},{'$oid': '6a1598534dfbf8e8d4fdb4c1'},4455,52664,8,False,True,0,0,True,{'$oid': '6a1598534dfbf8e8d4fdb4c1'},False,False,False,False,profile,android,{'$date': '2026-05-31T08:31:02.861Z'},0
{'$oid': '6a1bf1e53724c07c5312d1dc'},{'$oid': '69902d022c63bfbc0476da36'},{'$oid': '6a1878f7fcdbfad047e3e197'},18602,42585,44,False,False,0,0,True,{'$oid': '6a1878f7fcdbfad047e3e197'},True,False,False,False,profile,android,{'$date': '2026-05-31T08:31:33.72Z'},0
{'$oid': '6a1bf1ea3724c07c5312d1de'},{'$oid': '69902d022c63bfbc0476da36'},{'$oid': '6a18903ffcdbfad047e3ea86'},4332,45257,10,False,False,0,0,True,{'$oid': '6a18903ffcdbfad047e3ea86'},False,False,False,False,profile,android,{'$date': '2026-05-31T08:31:38.33Z'},0
{'$oid': '6a1bf1ec3724c07c5312d1e0'},{'$oid': '69902d022c63bfbc0476da36'},{'$oid': '69b9a3d2d5ba7b8d34df6f90'},1671,17100,10,False,False,0,0,True,{'$oid': '69b9a3d2d5ba7b8d34df6f90'},False,False,False,False,profile,android,{'$date': '2026-05-31T08:31:40.205Z'},0
{'$oid': '6a1bf2033724c07c5312d1e1'},{'$oid': '69902d022c63bfbc0476da36'},{'$oid': '6a18903ffcdbfad047e3ea86'},3845,45257,8,False,True,0,0,True,{'$oid': '6a18903ffcdbfad047e3ea86'},False,False,False,False,profile,android,{'$date': '2026-05-31T08:32:03.67Z'},0
{'$oid': '6a1bf2073724c07c5312d1e2'},{'$oid': '69902d022c63bfbc0476da36'},{'$oid': '6a1598534dfbf8e8d4fdb4c1'},3471,52664,7,False,True,0,0,True,{'$oid': '6a1598534dfbf8e8d4fdb4c1'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T08:32:07.562Z'},0
{'$oid': '6a1bf2183724c07c5312d1e3'},{'$oid': '69902d022c63bfbc0476da36'},{'$oid': '6a130b7ea9955ce94395f9c6'},1437,48926,3,False,True,0,0,True,{'$oid': '6a130b7ea9955ce94395f9c6'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T08:32:24.326Z'},0
{'$oid': '6a1c1f5a3724c07c5312d489'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69b99b08d5ba7b8d34df5cb3'},1683,20441,8,False,False,0,0,True,{'$oid': '69b99b08d5ba7b8d34df5cb3'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:45:30.327Z'},0
{'$oid': '6a1c1f5d3724c07c5312d48b'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a0816641a9ba20ae97ef8a0'},2588,57654,4,False,False,0,0,True,{'$oid': '6a0816641a9ba20ae97ef8a0'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:45:33.053Z'},0
{'$oid': '6a1c1f623724c07c5312d48c'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69b517aff10cd924f53e68b3'},4121,22779,18,False,False,0,0,True,{'$oid': '69b517aff10cd924f53e68b3'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:45:38.711Z'},0
{'$oid': '6a1c1f653724c07c5312d48d'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69b99c44d5ba7b8d34df60eb'},3005,15493,19,False,False,0,0,True,{'$oid': '69b99c44d5ba7b8d34df60eb'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:45:41.788Z'},0
{'$oid': '6a1c1f6b3724c07c5312d48e'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a0c5135d4f03db64a78773f'},2262,22917,10,False,False,0,1,True,{'$oid': '6a0c5135d4f03db64a78773f'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:45:47.698Z'},0
{'$oid': '6a1c1f6d3724c07c5312d48f'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69b99fbed5ba7b8d34df68c7'},1982,23391,8,False,False,0,0,True,{'$oid': '69b99fbed5ba7b8d34df68c7'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:45:49.707Z'},0
{'$oid': '6a1c1f713724c07c5312d490'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a0efe70c5a9d08fea4c67cf'},691,31517,2,False,False,0,0,True,{'$oid': '6a0efe70c5a9d08fea4c67cf'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:45:53.416Z'},0
{'$oid': '6a1c1f753724c07c5312d491'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69b99950d5ba7b8d34df55f8'},3459,30174,11,False,False,0,0,True,{'$oid': '69b99950d5ba7b8d34df55f8'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:45:57.056Z'},0
{'$oid': '6a1c1f763724c07c5312d492'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a189f6efcdbfad047e3fc69'},1320,30162,4,False,False,0,0,True,{'$oid': '6a189f6efcdbfad047e3fc69'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:45:58.557Z'},0
{'$oid': '6a1c1f773724c07c5312d493'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a0c5c48d4f03db64a78945a'},1076,15006,7,False,False,0,0,True,{'$oid': '6a0c5c48d4f03db64a78945a'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:45:59.812Z'},0
{'$oid': '6a1c1f7b3724c07c5312d495'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a101a44a9955ce94394ce5d'},1553,30314,5,False,False,0,0,True,{'$oid': '6a101a44a9955ce94394ce5d'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:46:03.294Z'},0
{'$oid': '6a1c1f7f3724c07c5312d496'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69e73c9ee9d9e96620249058'},3660,26328,14,False,False,0,0,True,{'$oid': '69e73c9ee9d9e96620249058'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:46:07.15Z'},0
{'$oid': '6a1c1f863724c07c5312d497'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a0816641a9ba20ae97ef8a0'},621,57654,1,False,True,0,0,True,{'$oid': '6a0816641a9ba20ae97ef8a0'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:46:14.905Z'},0
{'$oid': '6a1c1f883724c07c5312d498'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69b517aff10cd924f53e68b3'},1035,22779,5,False,True,0,0,True,{'$oid': '69b517aff10cd924f53e68b3'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:46:16.192Z'},0
{'$oid': '6a1c1f8e3724c07c5312d499'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a0816641a9ba20ae97ef8a0'},3723,57654,6,False,True,0,1,True,{'$oid': '6a0816641a9ba20ae97ef8a0'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:46:22.812Z'},0
{'$oid': '6a1c1fc23724c07c5312d49b'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a0816641a9ba20ae97ef8a0'},644,57654,1,False,True,0,0,True,{'$oid': '6a0816641a9ba20ae97ef8a0'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:47:14.422Z'},0
{'$oid': '6a1c1fc43724c07c5312d49e'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69b517aff10cd924f53e68b3'},1171,22779,5,False,True,0,0,True,{'$oid': '69b517aff10cd924f53e68b3'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:47:16.66Z'},0
{'$oid': '6a1c20213724c07c5312d49f'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69b99c44d5ba7b8d34df60eb'},13158,15493,85,False,True,0,1,True,{'$oid': '69b99c44d5ba7b8d34df60eb'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:48:49.868Z'},0
{'$oid': '6a1c21cb3724c07c5312d4a0'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a0816641a9ba20ae97ef8a0'},594,57654,1,False,True,0,0,True,{'$oid': '6a0816641a9ba20ae97ef8a0'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:55:55.039Z'},0
{'$oid': '6a1c21cf3724c07c5312d4a1'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69b517aff10cd924f53e68b3'},3853,22779,17,False,True,0,0,True,{'$oid': '69b517aff10cd924f53e68b3'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:55:59.728Z'},0
{'$oid': '6a1c21d03724c07c5312d4a2'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69b99c44d5ba7b8d34df60eb'},1316,15493,8,False,True,0,0,True,{'$oid': '69b99c44d5ba7b8d34df60eb'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:56:00.712Z'},0
{'$oid': '6a1c221c3724c07c5312d4a3'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a189f6efcdbfad047e3fc69'},5271,30162,17,False,True,0,1,True,{'$oid': '6a189f6efcdbfad047e3fc69'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:57:16.516Z'},0
{'$oid': '6a1c221d3724c07c5312d4a4'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69b99950d5ba7b8d34df55f8'},1096,30174,4,False,True,0,0,True,{'$oid': '69b99950d5ba7b8d34df55f8'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:57:17.752Z'},0
{'$oid': '6a1c222a3724c07c5312d4a5'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a0c5c48d4f03db64a78945a'},1191,15006,8,False,True,0,0,True,{'$oid': '6a0c5c48d4f03db64a78945a'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:57:30.503Z'},0
{'$oid': '6a1c222b3724c07c5312d4a6'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a101a44a9955ce94394ce5d'},1020,30314,3,False,True,0,0,True,{'$oid': '6a101a44a9955ce94394ce5d'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:57:31.682Z'},0
{'$oid': '6a1c22483724c07c5312d4a7'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69e73c9ee9d9e96620249058'},2844,26328,11,False,True,0,1,True,{'$oid': '69e73c9ee9d9e96620249058'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:58:00.617Z'},0
{'$oid': '6a1c224a3724c07c5312d4a8'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a097fdfb7bb9861659c9a20'},1614,31510,5,False,False,0,0,True,{'$oid': '6a097fdfb7bb9861659c9a20'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:58:02.35Z'},0
{'$oid': '6a1c22563724c07c5312d4a9'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69e73c9ee9d9e96620249058'},11911,26328,45,False,True,0,0,True,{'$oid': '69e73c9ee9d9e96620249058'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:58:14.555Z'},0
{'$oid': '6a1c22583724c07c5312d4aa'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a097fdfb7bb9861659c9a20'},1204,31510,4,False,True,0,0,True,{'$oid': '6a097fdfb7bb9861659c9a20'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:58:16.039Z'},0
{'$oid': '6a1c22583724c07c5312d4ab'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a0febf65ecfbb647dcf6c6f'},749,53866,1,False,False,0,0,True,{'$oid': '6a0febf65ecfbb647dcf6c6f'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:58:16.894Z'},0
{'$oid': '6a1c22593724c07c5312d4ac'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a097fdfb7bb9861659c9a20'},267,31510,1,False,True,0,0,True,{'$oid': '6a097fdfb7bb9861659c9a20'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:58:17.443Z'},0
{'$oid': '6a1c225a3724c07c5312d4ad'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a0febf65ecfbb647dcf6c6f'},593,53866,1,False,True,0,0,True,{'$oid': '6a0febf65ecfbb647dcf6c6f'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:58:18.251Z'},0
{'$oid': '6a1c225e3724c07c5312d4ae'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a097a35b7bb9861659c8c38'},3427,28966,12,False,False,0,1,True,{'$oid': '6a097a35b7bb9861659c8c38'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:58:22.499Z'},0
{'$oid': '6a1c22693724c07c5312d4af'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a0c5c48d4f03db64a78945a'},843,15006,6,False,True,0,0,True,{'$oid': '6a0c5c48d4f03db64a78945a'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:58:33.061Z'},0
{'$oid': '6a1c22693724c07c5312d4b0'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a101a44a9955ce94394ce5d'},247,30314,1,False,True,0,0,True,{'$oid': '6a101a44a9955ce94394ce5d'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:58:33.584Z'},0
{'$oid': '6a1c226e3724c07c5312d4b1'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69e73c9ee9d9e96620249058'},5020,26328,19,False,True,0,0,True,{'$oid': '69e73c9ee9d9e96620249058'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:58:38.97Z'},0
{'$oid': '6a1c22873724c07c5312d4b2'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a097fdfb7bb9861659c9a20'},2406,31510,8,False,True,0,1,True,{'$oid': '6a097fdfb7bb9861659c9a20'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:59:03.087Z'},0
{'$oid': '6a1c22893724c07c5312d4b3'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '69e73c9ee9d9e96620249058'},2765,26328,11,False,True,0,0,True,{'$oid': '69e73c9ee9d9e96620249058'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:59:05.859Z'},0
{'$oid': '6a1c22a73724c07c5312d4b4'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a097fdfb7bb9861659c9a20'},783,31510,2,False,True,0,0,True,{'$oid': '6a097fdfb7bb9861659c9a20'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:59:35.164Z'},0
{'$oid': '6a1c22a93724c07c5312d4b6'},{'$oid': '6a1c1f463724c07c5312d407'},{'$oid': '6a0febf65ecfbb647dcf6c6f'},2523,53866,5,False,True,0,0,True,{'$oid': '6a0febf65ecfbb647dcf6c6f'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T11:59:37.948Z'},0
{'$oid': '6a1c2dc7e453bda46e509149'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a189f6efcdbfad047e3fc69'},1436,30162,5,False,False,0,0,True,{'$oid': '6a189f6efcdbfad047e3fc69'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T12:47:03.062Z'},0
{'$oid': '6a1c2dc9e453bda46e50914a'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a1892d7fcdbfad047e3eedc'},684,63506,1,False,False,0,0,True,{'$oid': '6a1892d7fcdbfad047e3eedc'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T12:47:05.203Z'},0
{'$oid': '6a1c2dcce453bda46e50914b'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a18916afcdbfad047e3ecb3'},1183,60301,2,False,False,0,0,True,{'$oid': '6a18916afcdbfad047e3ecb3'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T12:47:08.055Z'},0
{'$oid': '6a1c2dcfe453bda46e50914c'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a18903ffcdbfad047e3ea86'},2247,45250,5,False,True,0,0,True,{'$oid': '6a18903ffcdbfad047e3ea86'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T12:47:11.868Z'},0
{'$oid': '6a1c44ade453bda46e541816'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a189f6efcdbfad047e3fc69'},2661,30162,9,False,False,0,1,True,{'$oid': '6a189f6efcdbfad047e3fc69'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T14:24:45.108Z'},0
{'$oid': '6a1c469de453bda46e541a41'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a189f6efcdbfad047e3fc69'},2189,30162,7,False,True,0,0,True,{'$oid': '6a189f6efcdbfad047e3fc69'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T14:33:01.681Z'},0
{'$oid': '6a1c46a7e453bda46e541a42'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a18916afcdbfad047e3ecb3'},1111,60301,2,False,True,0,0,True,{'$oid': '6a18916afcdbfad047e3ecb3'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T14:33:11.983Z'},0
{'$oid': '6a1c4813e453bda46e541b2b'},{'$oid': '6a114d94a9955ce943958515'},{'$oid': '6a0c67bed4f03db64a78af0b'},8142,15633,52,False,False,0,0,True,{'$oid': '6a0c67bed4f03db64a78af0b'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T14:39:15.271Z'},0
{'$oid': '6a1c482de453bda46e541b2c'},{'$oid': '6a114d94a9955ce943958515'},{'$oid': '6a0c5135d4f03db64a78773f'},11714,22917,51,False,False,0,0,True,{'$oid': '6a0c5135d4f03db64a78773f'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T14:39:41.98Z'},0
{'$oid': '6a1c4837e453bda46e541b2d'},{'$oid': '6a114d94a9955ce943958515'},{'$oid': '6a0c58c8d4f03db64a788ccd'},4722,36051,13,False,False,0,0,True,{'$oid': '6a0c58c8d4f03db64a788ccd'},False,False,False,False,recommendation,android,{'$date': '2026-05-31T14:39:51.749Z'},0
{'$oid': '6a1c491ee453bda46e541cad'},{'$oid': '6a114d94a9955ce943958515'},{'$oid': '6a0c5135d4f03db64a78773f'},22917,22917,100,True,True,1,0,True,{'$oid': '6a0c5135d4f03db64a78773f'},True,False,False,False,feed,android,{'$date': '2026-05-31T14:43:42.802Z'},0
{'$oid': '6a1c533ee453bda46e542052'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a189f6efcdbfad047e3fc69'},2611,30162,9,False,True,0,0,True,{'$oid': '6a189f6efcdbfad047e3fc69'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T15:26:54.897Z'},0
{'$oid': '6a1c5349e453bda46e542134'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a189f6efcdbfad047e3fc69'},1403,30162,5,False,True,0,0,True,{'$oid': '6a189f6efcdbfad047e3fc69'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T15:27:05.474Z'},0
{'$oid': '6a1c5356e453bda46e542135'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a1892d7fcdbfad047e3eedc'},656,63506,1,False,True,0,0,True,{'$oid': '6a1892d7fcdbfad047e3eedc'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T15:27:18.557Z'},0
{'$oid': '6a1c5357e453bda46e542136'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a189f6efcdbfad047e3fc69'},821,30162,3,False,True,0,0,True,{'$oid': '6a189f6efcdbfad047e3fc69'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T15:27:19.579Z'},0
{'$oid': '6a1c536ce453bda46e542137'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a1892d7fcdbfad047e3eedc'},1495,63506,2,False,True,0,0,True,{'$oid': '6a1892d7fcdbfad047e3eedc'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T15:27:40.969Z'},0
{'$oid': '6a1c536de453bda46e542138'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a18916afcdbfad047e3ecb3'},656,60301,1,False,False,0,0,True,{'$oid': '6a18916afcdbfad047e3ecb3'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T15:27:41.814Z'},0
{'$oid': '6a1c5370e453bda46e542139'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a18903ffcdbfad047e3ea86'},2525,45250,6,False,False,0,0,True,{'$oid': '6a18903ffcdbfad047e3ea86'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T15:27:44.632Z'},0
{'$oid': '6a1c5371e453bda46e54213a'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a188f05fcdbfad047e3e8ee'},838,116563,1,False,False,0,0,True,{'$oid': '6a188f05fcdbfad047e3e8ee'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T15:27:45.74Z'},0
{'$oid': '6a1c5376e453bda46e54213b'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a1598534dfbf8e8d4fdb4c1'},1264,52650,2,False,True,0,0,True,{'$oid': '6a1598534dfbf8e8d4fdb4c1'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T15:27:50.216Z'},0
{'$oid': '6a1c537ae453bda46e54213c'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a130b7ea9955ce94395f9c6'},2885,48917,6,False,True,0,0,True,{'$oid': '6a130b7ea9955ce94395f9c6'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T15:27:54.923Z'},0
{'$oid': '6a1c5388e453bda46e54213d'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c5135d4f03db64a78773f'},974,22917,4,False,True,0,0,True,{'$oid': '6a0c5135d4f03db64a78773f'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T15:28:08.969Z'},0
{'$oid': '6a1c538ee453bda46e54213e'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a0c58c8d4f03db64a788ccd'},2727,36033,8,False,True,0,0,True,{'$oid': '6a0c58c8d4f03db64a788ccd'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T15:28:14.375Z'},0
{'$oid': '6a1c6a59e453bda46e542598'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a189f6efcdbfad047e3fc69'},5185,30162,17,False,True,0,0,True,{'$oid': '6a189f6efcdbfad047e3fc69'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T17:05:29.958Z'},0
{'$oid': '6a1c6a5ce453bda46e542599'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a1892d7fcdbfad047e3eedc'},2386,63506,4,False,True,0,0,True,{'$oid': '6a1892d7fcdbfad047e3eedc'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T17:05:32.351Z'},0
{'$oid': '6a1c6a60e453bda46e54259a'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a18916afcdbfad047e3ecb3'},2077,60301,3,False,True,0,0,True,{'$oid': '6a18916afcdbfad047e3ecb3'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T17:05:36.909Z'},0
{'$oid': '6a1c6a66e453bda46e54259b'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a18903ffcdbfad047e3ea86'},3457,45250,8,False,True,0,0,True,{'$oid': '6a18903ffcdbfad047e3ea86'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T17:05:42.633Z'},0
{'$oid': '6a1c6a67e453bda46e54259c'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a188f05fcdbfad047e3e8ee'},936,116563,1,False,True,0,0,True,{'$oid': '6a188f05fcdbfad047e3e8ee'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T17:05:43.738Z'},0
{'$oid': '6a1c6e94e453bda46e5426c8'},{'$oid': '698e6cbe2c63bfbc0476bfa7'},{'$oid': '69b9a3d2d5ba7b8d34df6f90'},1300,17100,8,False,False,0,0,True,{'$oid': '69b9a3d2d5ba7b8d34df6f90'},False,False,False,False,feed,android,{'$date': '2026-05-31T17:23:32.14Z'},0
{'$oid': '6a1c6e96e453bda46e5426ca'},{'$oid': '698e6cbe2c63bfbc0476bfa7'},{'$oid': '69b517aff10cd924f53e68b3'},855,22779,4,False,False,0,0,True,{'$oid': '69b517aff10cd924f53e68b3'},False,False,True,False,feed,android,{'$date': '2026-05-31T17:23:34.638Z'},0
{'$oid': '6a1c6e98e453bda46e5426cb'},{'$oid': '698e6cbe2c63bfbc0476bfa7'},{'$oid': '69a69a9d0a0ce3fd3a6cae83'},1546,25993,6,False,False,0,0,True,{'$oid': '69a69a9d0a0ce3fd3a6cae83'},False,False,False,False,feed,android,{'$date': '2026-05-31T17:23:36.447Z'},0
{'$oid': '6a1c6e9ee453bda46e5426cd'},{'$oid': '698e6cbe2c63bfbc0476bfa7'},{'$oid': '69b99950d5ba7b8d34df55f8'},1559,30174,5,False,False,0,0,True,{'$oid': '69b99950d5ba7b8d34df55f8'},False,False,False,False,feed,android,{'$date': '2026-05-31T17:23:42.13Z'},0
{'$oid': '6a1c6e9fe453bda46e5426ce'},{'$oid': '698e6cbe2c63bfbc0476bfa7'},{'$oid': '69e73c9ee9d9e96620249058'},1490,26328,6,False,False,0,0,True,{'$oid': '69e73c9ee9d9e96620249058'},False,False,False,False,feed,android,{'$date': '2026-05-31T17:23:43.731Z'},0
{'$oid': '6a1c6ea1e453bda46e5426cf'},{'$oid': '698e6cbe2c63bfbc0476bfa7'},{'$oid': '69b99fbed5ba7b8d34df68c7'},1863,23391,8,False,False,0,0,True,{'$oid': '69b99fbed5ba7b8d34df68c7'},False,False,False,False,feed,android,{'$date': '2026-05-31T17:23:45.664Z'},0
{'$oid': '6a1c778ce453bda46e5427f2'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a1892d7fcdbfad047e3eedc'},60532,63506,95,True,True,0,1,False,{'$oid': '6a1892d7fcdbfad047e3eedc'},True,False,False,False,recommendation,ios,{'$date': '2026-05-31T18:01:48.896Z'},0
{'$oid': '6a1c87e5e453bda46e542a96'},{'$oid': '698e263e2c63bfbc0476857e'},{'$oid': '6a1598534dfbf8e8d4fdb4c1'},7632,52650,14,False,True,0,0,True,{'$oid': '6a1598534dfbf8e8d4fdb4c1'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T19:11:33.567Z'},0
{'$oid': '6a1c99ce61d3ca2f1470c3be'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '69b9a3d2d5ba7b8d34df6f90'},2176,17100,13,False,True,0,0,True,{'$oid': '69b9a3d2d5ba7b8d34df6f90'},False,False,True,False,feed,ios,{'$date': '2026-05-31T20:27:58.775Z'},0
{'$oid': '6a1c99d061d3ca2f1470c3e6'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '69b517aff10cd924f53e68b3'},271,22731,1,False,True,0,0,True,{'$oid': '69b517aff10cd924f53e68b3'},False,False,True,False,feed,ios,{'$date': '2026-05-31T20:28:00.226Z'},0
{'$oid': '6a1c99d361d3ca2f1470c3e7'},{'$oid': '698e259d2c63bfbc04768479'},{'$oid': '6a189f6efcdbfad047e3fc69'},1351,30162,4,False,True,0,0,True,{'$oid': '6a189f6efcdbfad047e3fc69'},False,False,False,False,recommendation,ios,{'$date': '2026-05-31T20:28:03.481Z'},0
